Removed Pin From Net: NetName=GND Pin=C9A-1
Removed Pin From Net: NetName=5V_U2A Pin=C9A-2
Removed Pin From Net: NetName=GND Pin=C9B-1
Removed Pin From Net: NetName=5V_U2B Pin=C9B-2
Removed Pin From Net: NetName=GND Pin=C9C-1
Removed Pin From Net: NetName=5V_U2C Pin=C9C-2
Removed Pin From Net: NetName=GND Pin=C10A-1
Removed Pin From Net: NetName=5V_U2A Pin=C10A-2
Removed Pin From Net: NetName=GND Pin=C10B-1
Removed Pin From Net: NetName=5V_U2B Pin=C10B-2
Removed Pin From Net: NetName=GND Pin=C10C-1
Removed Pin From Net: NetName=5V_U2C Pin=C10C-2
Removed Pin From Net: NetName=GND Pin=C52-1
Removed Pin From Net: NetName=5V_U11 Pin=C52-2
Removed Pin From Net: NetName=GND Pin=C105-1
Removed Pin From Net: NetName=5V_U11 Pin=C105-2
Removed Pin From Net: NetName=PHASE_CONNECTOR_1 Pin=U2A-1
Removed Pin From Net: NetName=GND Pin=U2A-2
Removed Pin From Net: NetName=1V5_REF Pin=U2A-3
Removed Pin From Net: NetName=GND Pin=U2A-4
Removed Pin From Net: NetName=I_OUTA Pin=U2A-5
Removed Pin From Net: NetName=5V_U2A Pin=U2A-6
Removed Pin From Net: NetName=1V5_REF Pin=U2A-7
Removed Pin From Net: NetName=GND_TOPA Pin=U2A-8
Removed Pin From Net: NetName=PHASE_CONNECTOR_2 Pin=U2B-1
Removed Pin From Net: NetName=GND Pin=U2B-2
Removed Pin From Net: NetName=1V5_REF Pin=U2B-3
Removed Pin From Net: NetName=GND Pin=U2B-4
Removed Pin From Net: NetName=I_OUTB Pin=U2B-5
Removed Pin From Net: NetName=5V_U2B Pin=U2B-6
Removed Pin From Net: NetName=1V5_REF Pin=U2B-7
Removed Pin From Net: NetName=GND_TOPB Pin=U2B-8
Removed Pin From Net: NetName=PHASE_CONNECTOR_3 Pin=U2C-1
Removed Pin From Net: NetName=GND Pin=U2C-2
Removed Pin From Net: NetName=1V5_REF Pin=U2C-3
Removed Pin From Net: NetName=GND Pin=U2C-4
Removed Pin From Net: NetName=I_OUTC Pin=U2C-5
Removed Pin From Net: NetName=5V_U2C Pin=U2C-6
Removed Pin From Net: NetName=1V5_REF Pin=U2C-7
Removed Pin From Net: NetName=GND_TOPC Pin=U2C-8
Removed Pin From Net: NetName=-V_DC Pin=U11-1
Removed Pin From Net: NetName=GND Pin=U11-2
Removed Pin From Net: NetName=1V5_REF Pin=U11-3
Removed Pin From Net: NetName=GND Pin=U11-4
Removed Pin From Net: NetName=NetR54_2 Pin=U11-5
Removed Pin From Net: NetName=5V_U11 Pin=U11-6
Removed Pin From Net: NetName=1V5_REF Pin=U11-7
Removed Pin From Net: NetName=GND Pin=U11-8
Removed Member From Class: ClassName=PhaseMeasurements1 Member=C9A
Removed Member From Class: ClassName=PhaseMeasurements2 Member=C9B
Removed Member From Class: ClassName=PhaseMeasurements3 Member=C9C
Removed Member From Class: ClassName=PhaseMeasurements1 Member=C10A
Removed Member From Class: ClassName=PhaseMeasurements2 Member=C10B
Removed Member From Class: ClassName=PhaseMeasurements3 Member=C10C
Removed Member From Class: ClassName=DC-link Member=C52
Removed Member From Class: ClassName=DC-link Member=C105
Change Component Comment : Designator=Revision Old Comment=Rev03 New Comment=Rev01
Change component parameters: Designator = "Revision" ("Revision"); Footprint = "Designator:comment"; UniqueID = "\AMKHLNHN" ("\AMKHLNHN")
Change component parameters (AddParameter): Name = "Created"; Value = "2020-01-08_Thilo_Wendt"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "Rev01"; VariantName = "[No Variations]"
Added Component: Designator=C4(C_0603)
Add component (AddParameter): Name = "Component Type"; Value = "Capacitor 0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.lcsc.com/lcsc/2304140030_TDK-C1608X7S2A104KT000N_C343025.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Created from"; Value = "AGeiger"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Created On"; Value = "20.12.2020 13:54:13"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Last Updated"; Value = "14.12.2022 12:14:21"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LCSC Part Number"; Value = "C343025"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Live Cycle Status"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "TDK"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "C1608X7S2A104KT000N"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "SMD"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55 to 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartID"; Value = "148"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock number"; Value = "not stored"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "LCSC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "C343025"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10 %"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Type"; Value = "Capacitor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100 nF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "100 VDC"; VariantName = "[No Variations]"
Added Component: Designator=C6A(C_0603)
Add component (AddParameter): Name = "Component Type"; Value = "Capacitor 0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.lcsc.com/lcsc/2304140030_TDK-C1608X7S2A104KT000N_C343025.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Created from"; Value = "AGeiger"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Created On"; Value = "20.12.2020 13:54:13"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Last Updated"; Value = "14.12.2022 12:14:21"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LCSC Part Number"; Value = "C343025"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Live Cycle Status"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "TDK"; VariantName = "[No Variations]"
